Order Date,Customer ID,Category,Sub-Category,Product ID,Sales,Quantity,Profit,Year,Month
2015-12-20,KD-16345,Furniture,Bookcases,FUR-BO-10003966,359.058,3,-71.8116,2015,2015-12
2015-12-19,JK-15370,Office Supplies,Appliances,OFF-AP-10000828,434.352,3,43.4352,2015,2015-12
2015-12-19,JK-15370,Office Supplies,Appliances,OFF-AP-10002906,3.552,2,0.444,2015,2015-12
2015-12-19,JK-15370,Office Supplies,Appliances,OFF-AP-10003860,88.832,4,7.7728,2015,2015-12
2017-04-29,FM-14215,Furniture,Tables,FUR-TA-10001307,1048.35,5,-69.89,2017,2017-04
2016-02-07,CA-12265,Technology,Accessories,TEC-AC-10003063,100.0,4,21.0,2016,2016-02
2016-02-07,CA-12265,Office Supplies,Labels,OFF-LA-10001045,7.83,3,3.6018,2016,2016-02
2014-09-28,KD-16495,Office Supplies,Paper,OFF-PA-10001457,96.256,8,31.2832,2014,2014-09
2014-09-28,KD-16495,Office Supplies,Paper,OFF-PA-10001804,10.688,2,3.7408,2014,2014-09
2016-07-10,LH-17155,Office Supplies,Storage,OFF-ST-10000689,338.04,3,-33.804,2016,2016-07
2016-07-10,LH-17155,Office Supplies,Art,OFF-AR-10002135,154.24,4,17.352,2016,2016-07
2017-07-29,AG-10675,Office Supplies,Appliances,OFF-AP-10002082,34.848,2,6.534,2017,2017-07
2017-07-29,AG-10675,Technology,Phones,TEC-PH-10003442,22.0,5,1.375,2017,2017-07
2017-07-29,AG-10675,Office Supplies,Art,OFF-AR-10002833,4.368,3,0.3822,2017,2017-07
2015-09-03,DB-13120,Office Supplies,Storage,OFF-ST-10001325,31.44,3,8.4888,2015,2015-09
2015-09-03,DB-13120,Technology,Accessories,TEC-AC-10003038,17.9,2,3.401,2015,2015-09
2015-09-03,DB-13120,Technology,Accessories,TEC-AC-10003590,129.45,5,46.602,2015,2015-09
2014-08-09,ED-13885,Office Supplies,Labels,OFF-LA-10000262,20.88,8,9.6048,2014,2014-08
2017-10-30,MC-18100,Office Supplies,Paper,OFF-PA-10004355,20.736,4,7.2576,2017,2017-10
2017-10-30,MC-18100,Furniture,Furnishings,FUR-FU-10004415,7.168,2,0.9856,2017,2017-10
2017-10-30,MC-18100,Office Supplies,Storage,OFF-ST-10002486,11.168,2,-2.5128,2017,2017-10
2017-10-30,MC-18100,Technology,Accessories,TEC-AC-10001142,442.4,7,-55.3,2017,2017-10
2014-06-06,BM-11785,Office Supplies,Art,OFF-AR-10002656,13.36,2,4.9432,2014,2014-06
2016-08-13,EM-14065,Office Supplies,Binders,OFF-BI-10000138,11.232,8,-8.2368,2016,2016-08
2016-08-13,EM-14065,Office Supplies,Paper,OFF-PA-10004947,10.272,3,3.21,2016,2016-08
2014-04-25,DA-13450,Office Supplies,Paper,OFF-PA-10003543,10.368,2,3.6288,2014,2014-04
2014-04-25,DA-13450,Office Supplies,Art,OFF-AR-10002221,6.24,3,0.546,2014,2014-04
2015-11-22,MO-17800,Furniture,Tables,FUR-TA-10004607,206.962,2,-32.5226,2015,2015-11
2017-10-14,JW-15955,Furniture,Furnishings,FUR-FU-10001918,9.46,2,3.6894,2017,2017-10
2017-12-02,VW-21775,Office Supplies,Storage,OFF-ST-10004340,559.62,9,151.0974,2017,2017-12
2017-12-02,VW-21775,Office Supplies,Paper,OFF-PA-10004475,109.92,2,53.8608,2017,2017-12
2017-12-02,VW-21775,Office Supplies,Paper,OFF-PA-10003893,8.56,2,3.852,2017,2017-12
2015-12-08,TT-21460,Office Supplies,Paper,OFF-PA-10000100,360.712,11,130.7581,2015,2015-12
2015-12-08,TT-21460,Technology,Phones,TEC-PH-10001817,1718.4,6,150.36,2015,2015-12
2015-07-13,SL-20155,Office Supplies,Binders,OFF-BI-10001765,41.568,6,-66.5088,2015,2015-07
2014-05-11,RM-19375,Technology,Accessories,TEC-AC-10001013,46.864,2,7.6154,2014,2014-05
2014-01-05,MB-18085,Office Supplies,Art,OFF-AR-10003478,19.536,3,4.884,2014,2014-01
2015-09-05,AG-10900,Furniture,Bookcases,FUR-BO-10000330,411.332,4,-4.8392,2015,2015-09
2015-09-05,AG-10900,Office Supplies,Binders,OFF-BI-10001900,28.752,6,9.7038,2015,2015-09
2015-09-05,AG-10900,Furniture,Bookcases,FUR-BO-10003159,293.199,3,-20.6964,2015,2015-09
2016-08-04,ML-17755,Office Supplies,Supplies,OFF-SU-10002573,35.06,2,10.518,2016,2016-08
2016-08-04,ML-17755,Office Supplies,Labels,OFF-LA-10004484,4.13,1,1.8998,2016,2016-08
2016-08-04,ML-17755,Furniture,Furnishings,FUR-FU-10001591,109.8,9,46.116,2016,2016-08
2016-08-04,ML-17755,Office Supplies,Labels,OFF-LA-10002034,9.82,2,4.8118,2016,2016-08
2014-03-22,CC-12685,Office Supplies,Binders,OFF-BI-10004410,7.644,4,-5.8604,2014,2014-03
2014-03-22,CC-12685,Office Supplies,Binders,OFF-BI-10002735,51.465,5,-39.4565,2014,2014-03
2017-03-02,SC-20770,Office Supplies,Supplies,OFF-SU-10001935,6.976,4,-1.3952,2017,2017-03
2017-03-02,SC-20770,Office Supplies,Binders,OFF-BI-10003291,12.222,7,-20.1663,2017,2017-03
2016-11-27,GG-14650,Office Supplies,Storage,OFF-ST-10004337,97.984,2,-24.496,2016,2016-11
2016-11-27,GG-14650,Technology,Accessories,TEC-AC-10001266,62.4,6,19.5,2016,2016-11
2014-04-28,MY-18295,Office Supplies,Binders,OFF-BI-10001628,20.86,2,9.387,2014,2014-04
2014-04-28,MY-18295,Office Supplies,Storage,OFF-ST-10000877,497.61,9,129.3786,2014,2014-04
2014-04-28,MY-18295,Office Supplies,Art,OFF-AR-10004752,5.34,2,1.4952,2014,2014-04
2014-04-28,MY-18295,Office Supplies,Labels,OFF-LA-10000452,3.15,1,1.512,2014,2014-04
2015-11-24,DP-13000,Office Supplies,Paper,OFF-PA-10000675,368.91,9,180.7659,2015,2015-11
2015-11-24,DP-13000,Office Supplies,Art,OFF-AR-10003045,14.7,5,6.615,2015,2015-11
2016-11-11,BD-11770,Technology,Accessories,TEC-AC-10003447,59.97,3,14.9925,2016,2016-11
2016-11-11,BD-11770,Office Supplies,Storage,OFF-ST-10002276,83.36,1,20.84,2016,2016-11
2015-07-09,CB-12535,Office Supplies,Paper,OFF-PA-10001609,6.58,2,3.0268,2015,2015-07
2015-07-09,CB-12535,Office Supplies,Binders,OFF-BI-10001597,122.94,3,59.0112,2015,2015-07
2017-09-22,JE-15610,Office Supplies,Paper,OFF-PA-10004475,219.84,4,107.7216,2017,2017-09
2017-09-22,JE-15610,Technology,Accessories,TEC-AC-10004510,98.16,6,9.816,2017,2017-09
2017-09-22,JE-15610,Office Supplies,Binders,OFF-BI-10002976,33.04,8,15.5288,2017,2017-09
2017-09-22,JE-15610,Technology,Phones,TEC-PH-10001615,86.97,3,25.2213,2017,2017-09
2015-02-15,RP-19855,Technology,Phones,TEC-PH-10001819,134.97,3,64.7856,2015,2015-02
2015-02-15,RP-19855,Technology,Phones,TEC-PH-10000560,699.98,2,195.9944,2015,2015-02
2015-02-15,RP-19855,Technology,Accessories,TEC-AC-10004568,139.95,5,26.5905,2015,2015-02
2014-09-30,RA-19915,Office Supplies,Paper,OFF-PA-10004092,48.94,1,24.47,2014,2014-09
2014-12-01,RP-19390,Furniture,Chairs,FUR-CH-10001854,2807.84,8,673.8816,2014,2014-12
2014-12-01,RP-19390,Office Supplies,Art,OFF-AR-10000475,46.64,4,12.5928,2014,2014-12
2014-12-08,TB-21175,Office Supplies,Storage,OFF-ST-10000777,60.416,2,6.0416,2014,2014-12
2016-09-05,BE-11455,Office Supplies,Art,OFF-AR-10004022,107.94,3,26.985,2016,2016-09
2017-08-27,MR-17545,Office Supplies,Storage,OFF-ST-10002352,63.84,8,16.5984,2017,2017-08
2017-08-27,MR-17545,Technology,Phones,TEC-PH-10000455,347.97,3,100.9113,2017,2017-08
2017-08-27,MR-17545,Office Supplies,Binders,OFF-BI-10003910,37.008,6,11.565,2017,2017-08
2016-07-07,RM-19375,Furniture,Furnishings,FUR-FU-10003039,215.65,5,73.321,2016,2016-07
2016-08-08,JF-15565,Office Supplies,Fasteners,OFF-FA-10000585,11.168,4,3.6296,2016,2016-08
2016-08-08,JF-15565,Office Supplies,Paper,OFF-PA-10001994,53.952,3,17.5344,2016,2016-08
2016-11-13,AS-10135,Furniture,Furnishings,FUR-FU-10004270,4.18,1,1.5048,2016,2016-11
2017-09-22,JA-15970,Office Supplies,Binders,OFF-BI-10002498,5.607,1,-4.2987,2017,2017-09
2017-09-22,JA-15970,Office Supplies,Supplies,OFF-SU-10002881,4663.736,7,-1049.3406,2017,2017-09
2017-09-22,JA-15970,Technology,Accessories,TEC-AC-10002926,79.984,2,22.9954,2017,2017-09
2016-12-25,GK-14620,Technology,Phones,TEC-PH-10002200,2575.944,7,257.5944,2016,2016-12
2016-12-25,GK-14620,Office Supplies,Paper,OFF-PA-10002005,45.36,7,21.7728,2016,2016-12
2016-12-25,GK-14620,Technology,Accessories,TEC-AC-10001465,254.24,7,76.272,2016,2016-12
2016-02-11,PB-19210,Technology,Phones,TEC-PH-10004897,69.93,7,0.6993,2016,2016-02
2016-10-23,HK-14890,Furniture,Furnishings,FUR-FU-10001196,16.156,7,-12.117,2016,2016-10
2016-10-23,HK-14890,Office Supplies,Paper,OFF-PA-10000595,54.816,3,17.8152,2016,2016-10
2014-06-09,FO-14305,Furniture,Tables,FUR-TA-10004534,1441.3,7,245.021,2014,2014-06
2017-11-20,BT-11680,Furniture,Furnishings,FUR-FU-10001861,77.6,5,28.13,2017,2017-11
2017-11-20,BT-11680,Furniture,Furnishings,FUR-FU-10000206,4.656,2,1.5714,2017,2017-11
2015-09-14,SP-20620,Furniture,Tables,FUR-TA-10002607,170.136,3,-8.5068,2015,2015-09
2015-06-04,LL-16840,Office Supplies,Labels,OFF-LA-10000443,7.38,2,3.4686,2015,2015-06
2015-06-04,LL-16840,Office Supplies,Art,OFF-AR-10004685,9.26,2,3.0558,2015,2015-06
2015-12-13,MC-17575,Office Supplies,Labels,OFF-LA-10001771,9.96,2,4.5816,2015,2015-12
2014-05-25,JL-15235,Office Supplies,Appliances,OFF-AP-10001394,75.6,2,-166.32,2014,2014-05
2014-05-25,JL-15235,Furniture,Furnishings,FUR-FU-10002553,29.32,2,-24.189,2014,2014-05
2016-02-16,EA-14035,Office Supplies,Appliances,OFF-AP-10004233,92.064,6,-225.5568,2016,2016-02
2016-02-16,EA-14035,Office Supplies,Fasteners,OFF-FA-10000304,6.976,4,1.8312,2016,2016-02
2016-02-16,EA-14035,Furniture,Chairs,FUR-CH-10004754,62.958,3,-2.6982,2016,2016-02
2016-02-16,EA-14035,Office Supplies,Paper,OFF-PA-10000809,5.184,1,1.8144,2016,2016-02
2016-12-22,SA-20830,Office Supplies,Binders,OFF-BI-10003694,31.32,10,-25.056,2016,2016-12
2016-12-22,SA-20830,Furniture,Furnishings,FUR-FU-10001935,11.84,4,3.108,2016,2016-12
2016-12-22,SA-20830,Furniture,Furnishings,FUR-FU-10002878,22.784,1,4.8416,2016,2016-12
2016-02-08,CH-12070,Technology,Phones,TEC-PH-10002624,1127.976,3,126.8973,2016,2016-02
2015-07-13,ND-18460,Office Supplies,Paper,OFF-PA-10000019,38.88,6,18.6624,2015,2015-07
2014-05-18,BS-11755,Technology,Phones,TEC-PH-10002885,779.796,2,-168.9558,2014,2014-05
2017-10-21,SL-20155,Technology,Phones,TEC-PH-10000895,1439.92,8,374.3792,2017,2017-10
2017-10-21,SL-20155,Furniture,Tables,FUR-TA-10002356,262.11,1,62.9064,2017,2017-10
2015-11-05,GB-14530,Furniture,Chairs,FUR-CH-10001270,207.0,3,25.875,2015,2015-11
2017-08-01,AS-10045,Technology,Machines,TEC-MA-10000488,1439.982,3,-263.9967,2017,2017-08
2017-08-01,AS-10045,Office Supplies,Paper,OFF-PA-10003729,36.288,7,12.7008,2017,2017-08
2014-06-21,RM-19375,Office Supplies,Art,OFF-AR-10003056,21.4,5,6.206,2014,2014-06
2017-02-19,NH-18610,Office Supplies,Appliances,OFF-AP-10002518,1245.86,7,361.2994,2017,2017-02
2014-08-01,BF-10975,Office Supplies,Labels,OFF-LA-10000240,17.544,3,5.9211,2014,2014-08
2014-08-01,BF-10975,Furniture,Furnishings,FUR-FU-10000629,44.128,4,12.1352,2014,2014-08
2014-08-01,BF-10975,Office Supplies,Appliances,OFF-AP-10001005,62.92,1,10.2245,2014,2014-08
2014-08-01,BF-10975,Office Supplies,Paper,OFF-PA-10002377,78.304,2,29.364,2014,2014-08
2016-07-18,KH-16330,Furniture,Chairs,FUR-CH-10000988,140.81,1,39.4268,2016,2016-07
2015-02-09,FA-14230,Office Supplies,Labels,OFF-LA-10001074,40.096,4,13.5324,2015,2015-02
2015-02-09,FA-14230,Furniture,Furnishings,FUR-FU-10001986,40.784,2,-30.588,2015,2015-02
2017-07-29,GW-14605,Technology,Accessories,TEC-AC-10003027,90.57,3,11.7741,2017,2017-07
2017-01-12,DA-13450,Office Supplies,Paper,OFF-PA-10001804,40.08,6,19.2384,2017,2017-01
2017-01-12,DA-13450,Furniture,Furnishings,FUR-FU-10004973,37.68,2,15.8256,2017,2017-01
2017-09-10,FH-14275,Furniture,Chairs,FUR-CH-10002602,362.352,3,27.1764,2017,2017-09
2017-09-10,FH-14275,Office Supplies,Binders,OFF-BI-10004140,7.184,2,2.245,2017,2017-09
2015-07-20,RK-19300,Office Supplies,Storage,OFF-ST-10000464,34.76,1,9.7328,2015,2015-07
2015-07-20,RK-19300,Technology,Accessories,TEC-AC-10002253,831.2,5,124.68,2015,2015-07
2015-07-20,RK-19300,Office Supplies,Paper,OFF-PA-10000528,26.4,5,11.88,2015,2015-07
2015-07-20,RK-19300,Office Supplies,Envelopes,OFF-EN-10000483,106.75,7,49.105,2015,2015-07
2015-07-20,RK-19300,Office Supplies,Paper,OFF-PA-10003129,97.82,2,45.9754,2015,2015-07
2015-07-20,RK-19300,Office Supplies,Storage,OFF-ST-10003442,141.4,5,38.178,2015,2015-07
2014-06-13,FM-14215,Office Supplies,Art,OFF-AR-10003631,14.52,3,4.7916,2014,2014-06
2017-05-12,AC-10420,Office Supplies,Storage,OFF-ST-10000563,127.92,5,-15.99,2017,2017-05
2017-05-12,AC-10420,Office Supplies,Binders,OFF-BI-10002133,34.24,4,-53.072,2017,2017-05
2015-09-03,JB-15400,Office Supplies,Appliances,OFF-AP-10002311,137.62,2,60.5528,2015,2015-09
2015-09-03,JB-15400,Technology,Phones,TEC-PH-10004959,100.49,1,25.1225,2015,2015-09
2017-03-26,GM-14440,Furniture,Bookcases,FUR-BO-10001918,257.568,2,-28.9764,2017,2017-03
2017-03-26,GM-14440,Technology,Phones,TEC-PH-10004896,119.96,4,33.5888,2017,2017-03
2014-11-12,RF-19840,Office Supplies,Storage,OFF-ST-10001328,49.632,4,4.9632,2014,2014-11
2016-10-13,NC-18625,Furniture,Tables,FUR-TA-10004575,727.45,5,-465.568,2016,2016-10
2016-10-13,NC-18625,Furniture,Furnishings,FUR-FU-10001617,24.96,3,4.368,2016,2016-10
2017-11-12,NG-18355,Technology,Phones,TEC-PH-10002824,370.782,3,-92.6955,2017,2017-11
2017-04-15,AH-10075,Furniture,Furnishings,FUR-FU-10004460,196.45,5,70.722,2017,2017-04
2015-06-25,CH-12070,Office Supplies,Paper,OFF-PA-10003309,31.104,6,10.8864,2015,2015-06
2015-06-25,CH-12070,Office Supplies,Storage,OFF-ST-10002554,78.256,2,-17.6076,2015,2015-06
2016-08-26,CC-12145,Office Supplies,Paper,OFF-PA-10000019,6.48,1,3.1104,2016,2016-08
2014-07-21,ME-18010,Office Supplies,Art,OFF-AR-10002067,99.2,5,25.792,2014,2014-07
2014-07-21,ME-18010,Furniture,Chairs,FUR-CH-10001215,801.568,2,50.098,2014,2014-07
2014-07-21,ME-18010,Furniture,Tables,FUR-TA-10004175,272.848,1,27.2848,2014,2014-07
2017-11-21,BP-11230,Furniture,Tables,FUR-TA-10004767,70.98,1,20.5842,2017,2017-11
2014-06-04,MP-17470,Office Supplies,Paper,OFF-PA-10001685,16.224,2,5.8812,2014,2014-06
2016-03-10,CJ-12010,Furniture,Bookcases,FUR-BO-10003272,176.784,1,-22.098,2016,2016-03
2017-03-25,JC-15775,Technology,Phones,TEC-PH-10000984,470.376,3,47.0376,2017,2017-03
2017-12-29,JG-15160,Furniture,Chairs,FUR-CH-10002880,393.568,4,-44.2764,2017,2017-12
2017-12-29,JG-15160,Technology,Phones,TEC-PH-10002563,302.376,3,22.6782,2017,2017-12
2017-03-28,CK-12760,Office Supplies,Binders,OFF-BI-10001191,68.742,9,-48.1194,2017,2017-03
2015-03-05,LF-17185,Office Supplies,Envelopes,OFF-EN-10002621,29.34,3,14.67,2015,2015-03
2015-03-05,LF-17185,Furniture,Chairs,FUR-CH-10001146,383.607,7,63.9345,2015,2015-03
2015-03-05,LF-17185,Office Supplies,Storage,OFF-ST-10000689,563.4,4,67.608,2015,2015-03
2016-11-13,CC-12430,Office Supplies,Paper,OFF-PA-10001289,217.056,7,78.6828,2016,2016-11
2017-01-19,DL-12865,Office Supplies,Labels,OFF-LA-10003714,6.0,2,2.1,2017,2017-01
2016-04-22,PG-18895,Furniture,Furnishings,FUR-FU-10001889,31.56,3,10.4148,2016,2016-04
2014-05-13,EH-14005,Office Supplies,Fasteners,OFF-FA-10002815,7.104,2,2.3976,2014,2014-05
2014-05-13,EH-14005,Office Supplies,Binders,OFF-BI-10004519,398.352,8,-331.96,2014,2014-05
2014-10-21,TB-21520,Office Supplies,Appliances,OFF-AP-10004708,121.792,4,13.7016,2014,2014-10
2014-10-21,TB-21520,Furniture,Tables,FUR-TA-10000617,409.59,3,-122.877,2014,2014-10
2014-03-14,DK-13225,Office Supplies,Paper,OFF-PA-10001204,10.56,2,4.752,2014,2014-03
2014-03-14,DK-13225,Office Supplies,Art,OFF-AR-10003723,3.38,1,1.2506,2014,2014-03
2017-12-22,JP-15520,Office Supplies,Envelopes,OFF-EN-10002621,7.824,1,2.934,2017,2017-12
2016-11-24,CD-11980,Office Supplies,Paper,OFF-PA-10000241,24.784,1,7.745,2016,2016-11
2017-12-02,AS-10090,Office Supplies,Art,OFF-AR-10001446,34.65,3,10.395,2017,2017-12
2015-12-31,JO-15280,Office Supplies,Binders,OFF-BI-10004632,487.984,2,152.495,2015,2015-12
2017-10-03,AC-10450,Office Supplies,Binders,OFF-BI-10001359,1793.98,2,843.1706,2017,2017-10
2014-08-29,RA-19945,Office Supplies,Envelopes,OFF-EN-10001749,29.808,2,10.8054,2014,2014-08
2014-08-29,RA-19945,Office Supplies,Binders,OFF-BI-10004390,505.176,4,-336.784,2014,2014-08
2014-08-29,RA-19945,Furniture,Tables,FUR-TA-10001857,174.0585,3,-110.7645,2014,2014-08
2016-06-29,Co-12640,Office Supplies,Storage,OFF-ST-10000563,191.88,6,19.188,2016,2016-06
2016-08-20,DW-13480,Technology,Phones,TEC-PH-10004924,14.78,2,3.9906,2016,2016-08
2017-10-21,DK-12835,Office Supplies,Paper,OFF-PA-10003953,5.184,1,1.8144,2017,2017-10
2017-10-21,DK-12835,Furniture,Chairs,FUR-CH-10000155,478.48,2,47.848,2017,2017-10
2017-10-21,DK-12835,Technology,Accessories,TEC-AC-10003116,28.4,2,6.745,2017,2017-10
2017-10-21,MD-17860,Office Supplies,Storage,OFF-ST-10002743,909.12,8,9.0912,2017,2017-10
2016-05-17,RP-19855,Office Supplies,Binders,OFF-BI-10001757,2.952,2,-2.1648,2016,2016-05
2016-05-17,RP-19855,Office Supplies,Binders,OFF-BI-10000069,27.018,6,-21.6144,2016,2016-05
2015-02-03,RW-19540,Furniture,Furnishings,FUR-FU-10004093,136.92,4,41.076,2015,2015-02
2017-12-18,DB-13660,Furniture,Furnishings,FUR-FU-10001037,18.96,2,8.532,2017,2017-12
2016-11-15,SC-20770,Technology,Accessories,TEC-AC-10003832,99.39,3,40.7499,2016,2016-11
2017-07-03,FH-14275,Office Supplies,Paper,OFF-PA-10001878,273.896,7,92.4399,2017,2017-07
2017-07-03,FH-14275,Technology,Machines,TEC-MA-10003674,597.132,3,49.761,2017,2017-07
2014-01-15,EH-13990,Technology,Accessories,TEC-AC-10003628,149.95,5,65.978,2014,2014-01
2017-04-30,AS-10630,Office Supplies,Labels,OFF-LA-10003190,4.608,2,1.6704,2017,2017-04
2017-04-30,AS-10630,Office Supplies,Art,OFF-AR-10002280,15.528,3,4.8525,2017,2017-04
2017-04-30,AS-10630,Office Supplies,Labels,OFF-LA-10001569,11.952,3,3.8844,2017,2017-04
2015-11-08,HA-14905,Office Supplies,Art,OFF-AR-10001573,11.65,5,3.3785,2015,2015-11
2015-10-30,CH-12070,Technology,Phones,TEC-PH-10001809,299.9,2,74.975,2015,2015-10
2017-08-17,EH-13765,Office Supplies,Binders,OFF-BI-10003091,895.92,5,302.373,2017,2017-08
2017-08-17,EH-13765,Furniture,Chairs,FUR-CH-10003981,462.564,2,97.6524,2017,2017-08
2015-10-03,MZ-17515,Office Supplies,Storage,OFF-ST-10002562,15.008,2,1.5008,2015,2015-10
2016-07-08,SC-20230,Technology,Phones,TEC-PH-10004345,863.64,9,107.955,2016,2016-07
2016-07-08,SC-20230,Office Supplies,Art,OFF-AR-10000588,47.616,3,3.5712,2016,2016-07
2017-12-05,NP-18325,Office Supplies,Paper,OFF-PA-10003039,92.94,3,41.823,2017,2017-12
2017-03-09,LW-16990,Technology,Accessories,TEC-AC-10001908,199.98,2,69.993,2017,2017-03
2016-06-09,GM-14680,Technology,Phones,TEC-PH-10001198,177.48,3,19.9665,2016,2016-06
2017-11-28,RH-19495,Office Supplies,Paper,OFF-PA-10004071,88.768,2,31.0688,2017,2017-11
2017-03-16,VM-21685,Office Supplies,Paper,OFF-PA-10001972,6.48,1,3.1104,2017,2017-03
2017-03-16,VM-21685,Office Supplies,Storage,OFF-ST-10004180,46.51,1,1.8604,2017,2017-03
2017-03-16,VM-21685,Technology,Phones,TEC-PH-10004165,659.976,3,49.4982,2017,2017-03
2016-11-27,CC-12670,Technology,Phones,TEC-PH-10002483,271.992,1,23.7993,2016,2016-11
2017-08-06,SV-20365,Furniture,Bookcases,FUR-BO-10000468,145.74,3,23.3184,2017,2017-08
2017-08-06,SV-20365,Furniture,Furnishings,FUR-FU-10001706,15.4,5,7.392,2017,2017-08
2017-11-27,LW-16990,Office Supplies,Paper,OFF-PA-10003129,244.55,5,114.9385,2017,2017-11
2017-11-27,LW-16990,Technology,Accessories,TEC-AC-10001284,166.16,8,59.8176,2017,2017-11
2015-05-25,NP-18685,Furniture,Furnishings,FUR-FU-10002268,14.73,3,4.8609,2015,2015-05
2016-07-08,JE-15715,Office Supplies,Binders,OFF-BI-10002082,19.968,2,-13.312,2016,2016-07
2016-07-08,JE-15715,Office Supplies,Storage,OFF-ST-10001505,33.488,7,-1.2558,2016,2016-07
2016-07-08,JE-15715,Office Supplies,Binders,OFF-BI-10001634,8.736,4,-6.1152,2016,2016-07
2016-07-08,JE-15715,Furniture,Chairs,FUR-CH-10004287,662.88,3,74.574,2016,2016-07
2017-08-29,CP-12085,Office Supplies,Labels,OFF-LA-10004544,47.36,4,17.76,2017,2017-08
2017-08-29,CP-12085,Office Supplies,Storage,OFF-ST-10004507,27.44,2,2.401,2017,2017-08
2017-08-29,CP-12085,Office Supplies,Binders,OFF-BI-10002012,3.24,9,-5.184,2017,2017-08
2016-06-20,EA-14035,Technology,Accessories,TEC-AC-10001109,95.968,4,26.3912,2016,2016-06
2016-06-20,EA-14035,Office Supplies,Paper,OFF-PA-10000809,10.368,2,3.6288,2016,2016-06
2017-09-02,AC-10615,Office Supplies,Art,OFF-AR-10000658,23.1,2,6.468,2017,2017-09
2017-09-02,AC-10615,Furniture,Furnishings,FUR-FU-10001196,11.54,2,3.462,2017,2017-09
2017-09-02,AC-10615,Furniture,Tables,FUR-TA-10001889,254.526,1,-93.3262,2017,2017-09
2017-09-02,AC-10615,Office Supplies,Appliances,OFF-AP-10000358,12.98,1,3.7642,2017,2017-09
2017-09-02,AC-10615,Office Supplies,Binders,OFF-BI-10004970,26.432,8,8.9208,2017,2017-09
2017-09-02,AC-10615,Technology,Phones,TEC-PH-10003885,197.97,3,57.4113,2017,2017-09
2017-09-02,AC-10615,Office Supplies,Labels,OFF-LA-10001641,18.9,6,9.072,2017,2017-09
2017-09-02,AC-10615,Furniture,Chairs,FUR-CH-10003379,1282.41,5,213.735,2017,2017-09
2017-09-02,AC-10615,Office Supplies,Art,OFF-AR-10004582,4.92,3,2.214,2017,2017-09
2017-09-02,AC-10615,Technology,Accessories,TEC-AC-10002842,238.0,2,38.08,2017,2017-09
2017-09-02,AC-10615,Technology,Accessories,TEC-AC-10000109,167.97,3,40.3128,2017,2017-09
2017-09-02,AC-10615,Office Supplies,Paper,OFF-PA-10003893,17.12,4,7.704,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Binders,OFF-BI-10003669,16.2,3,7.776,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Appliances,OFF-AP-10004785,33.99,3,14.6157,2017,2017-09
2017-09-10,RW-19690,Technology,Accessories,TEC-AC-10003023,296.85,5,53.433,2017,2017-09
2017-09-10,RW-19690,Technology,Accessories,TEC-AC-10002217,112.8,6,6.768,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Binders,OFF-BI-10002954,13.71,3,6.5808,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Paper,OFF-PA-10002586,24.9,5,11.703,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Storage,OFF-ST-10000025,286.29,3,17.1774,2017,2017-09
2017-09-10,RW-19690,Office Supplies,Appliances,OFF-AP-10003281,24.18,2,7.254,2017,2017-09
2017-12-21,DB-13210,Technology,Phones,TEC-PH-10002103,281.97,3,78.9516,2017,2017-12
2017-12-21,DB-13210,Office Supplies,Supplies,OFF-SU-10000898,69.5,5,20.155,2017,2017-12
2017-12-21,DB-13210,Office Supplies,Paper,OFF-PA-10001144,166.44,3,79.8912,2017,2017-12
2017-09-23,BD-11320,Technology,Accessories,TEC-AC-10004659,291.96,4,102.186,2017,2017-09
2017-05-06,ML-17755,Office Supplies,Art,OFF-AR-10004752,6.408,3,0.6408,2017,2017-05
2017-05-06,ML-17755,Technology,Accessories,TEC-AC-10004659,408.744,7,76.6395,2017,2017-05
2014-12-14,JD-16015,Office Supplies,Binders,OFF-BI-10001249,5.104,4,-8.6768,2014,2014-12
2014-12-14,JD-16015,Office Supplies,Fasteners,OFF-FA-10003059,2.896,2,0.4706,2014,2014-12
2014-12-14,JD-16015,Technology,Accessories,TEC-AC-10002718,35.016,3,-2.1885,2014,2014-12
2014-10-18,AS-10225,Office Supplies,Storage,OFF-ST-10001522,275.97,3,11.0388,2014,2014-10
2014-10-18,AS-10225,Technology,Phones,TEC-PH-10002352,1394.95,5,362.687,2014,2014-10
2014-10-18,AS-10225,Furniture,Chairs,FUR-CH-10003774,545.88,6,70.9644,2014,2014-10
2015-05-08,AA-10375,Office Supplies,Art,OFF-AR-10000127,5.248,2,0.5904,2015,2015-05
2016-04-14,KT-16465,Furniture,Chairs,FUR-CH-10004086,933.536,4,105.0228,2016,2016-04
2016-04-14,KT-16465,Office Supplies,Storage,OFF-ST-10001228,42.976,4,4.2976,2016,2016-04
2015-12-14,MM-18280,Office Supplies,Binders,OFF-BI-10004187,3.76,2,1.8048,2015,2015-12
2014-12-03,NG-18430,Technology,Phones,TEC-PH-10003811,479.96,4,134.3888,2014,2014-12
2014-11-25,LW-16825,Office Supplies,Appliances,OFF-AP-10000240,320.88,6,93.0552,2014,2014-11
